I	J	ILEN	JLEN	MATCH	NGAPS	NALIG	NIDENT	%IDENT	NAS	NASAL	NRANS	RMEAN	STDEV	SCORE	PWMATCH
Q6AQR5_DESPS/9-3	A1S671_SHEAM/24-	353	359	2143.00	3	353	144	40.79	607.08	596.88	100	1252.00	19.96	44.63	444
Q6AQR5_DESPS/9-3	Q1ZT04_PHOAS/14-	353	359	2140.00	3	353	142	40.23	606.23	596.03	100	1252.93	21.84	40.61	445
Q6AQR5_DESPS/9-3	A8H458_SHEPA/13-	353	359	2145.00	3	353	141	39.94	607.65	597.45	100	1251.41	20.69	43.18	446
Q6AQR5_DESPS/9-3	Q081V8_SHEFN/13-	353	359	2139.00	2	353	138	39.09	605.95	599.15	100	1247.99	18.28	48.74	447
Q6AQR5_DESPS/9-3	A3QDS5_SHELP/13-	353	359	2103.00	3	353	138	39.09	595.75	585.55	100	1248.04	18.28	46.78	448
Q6AQR5_DESPS/9-3	A3D3S4_SHEB5/13-	353	359	2151.00	3	353	138	39.09	609.35	599.15	100	1249.62	20.99	42.94	449
Q6AQR5_DESPS/9-3	A4SLV8_AERS4/13-	353	357	2150.00	2	353	140	39.66	609.07	602.27	100	1250.78	21.32	42.17	450
Q6AQR5_DESPS/9-3	Q1ZGM9_9GAMM/12-	353	364	2115.00	5	353	144	40.79	599.15	582.15	100	1258.52	18.10	47.32	451
Q6AQR5_DESPS/9-3	A6Q3M7_NITSB/12-	353	364	2174.00	3	353	152	43.06	615.86	605.67	100	1253.16	20.84	44.18	452
Q6AQR5_DESPS/9-3	A6QAT8_SULNB/15-	353	366	2166.00	4	353	144	40.79	613.60	600.00	100	1265.01	20.91	43.08	453
Q6AQR5_DESPS/9-3	A8EUN7_ARCB4/16-	353	358	2136.00	2	353	147	41.64	605.10	598.30	100	1248.43	18.83	47.12	454
Q6AQR5_DESPS/9-3	Q7M9N5_WOLSU/12-	353	359	2209.00	3	353	157	44.48	625.78	615.58	100	1251.61	21.10	45.36	455
Q6AQR5_DESPS/9-3	Q7VJC1_HELHP/21-	353	359	2165.00	3	353	153	43.34	613.31	603.12	100	1251.09	18.89	48.37	456
Q6AQR5_DESPS/9-3	Q17WE6_HELAH/12-	353	359	2173.00	3	353	153	43.34	615.58	605.38	100	1255.32	21.11	43.47	457
Q6AQR5_DESPS/9-3	Q2RXN4_RHORT/12-	353	364	2109.00	4	353	146	41.36	597.45	583.85	100	1267.45	20.31	41.44	458
Q6AQR5_DESPS/9-3	B2JX88_BURP8/9-3	353	357	2152.00	3	353	149	42.21	609.63	599.43	100	1246.32	19.15	47.28	459
Q6AQR5_DESPS/9-3	A5IEY6_LEGPC/9-3	353	357	2161.00	3	353	156	44.19	612.18	601.98	100	1248.17	20.97	43.52	460
Q6AQR5_DESPS/9-3	Q2SQT0_HAHCH/9-3	353	361	2206.00	4	351	166	47.29	628.49	614.81	100	1252.96	22.67	42.03	461
Q6AQR5_DESPS/9-3	HYPD_AZOVI/9-370	353	362	2230.00	4	353	166	47.03	631.73	618.13	100	1260.21	16.92	57.32	462
Q6AQR5_DESPS/9-3	Q2BN39_9GAMM/9-3	353	363	2213.00	4	353	161	45.61	626.91	613.31	100	1258.68	19.98	47.75	463
Q6AQR5_DESPS/9-3	Q0A730_ALHEH/9-3	353	363	2169.00	4	353	154	43.63	614.45	600.85	100	1254.69	19.19	47.64	464
Q6AQR5_DESPS/9-3	HYPD1_BRAJA/9-37	353	363	2184.00	4	353	153	43.34	618.70	605.10	100	1262.44	18.79	49.04	465
Q6AQR5_DESPS/9-3	HYPD2_BRAJA/9-37	353	363	2204.00	4	353	160	45.33	624.36	610.76	100	1255.82	21.31	44.49	466
Q6AQR5_DESPS/9-3	HYPD_RHILV/9-371	353	363	2166.00	4	353	153	43.34	613.60	600.00	100	1258.87	22.38	40.54	467
Q6AQR5_DESPS/9-3	Q13BX4_RHOPS/9-3	353	363	2174.00	4	353	155	43.91	615.86	602.27	100	1258.60	20.95	43.70	468
Q6AQR5_DESPS/9-3	Q20ZZ2_RHOPB/9-3	353	359	2140.00	4	353	151	42.78	606.23	592.63	100	1252.60	22.58	39.29	469
Q6AQR5_DESPS/9-3	A1KC63_AZOSB/9-3	353	364	2186.00	4	353	158	44.76	619.26	605.67	100	1262.48	21.44	43.08	470
Q6AQR5_DESPS/9-3	A2SJM7_METPP/9-3	353	363	2189.00	4	353	160	45.33	620.11	606.52	100	1258.79	20.24	45.97	471
Q6AQR5_DESPS/9-3	A4JRG7_BURVG/9-3	353	362	2174.00	4	353	157	44.48	615.86	602.27	100	1258.67	20.79	44.02	472
Q6AQR5_DESPS/9-3	Q478N8_DECAR/9-3	353	363	2182.00	4	353	154	43.63	618.13	604.53	100	1260.63	21.58	42.70	473
Q6AQR5_DESPS/9-3	Q2W6T2_MAGSA/9-3	353	363	2189.00	4	353	153	43.34	620.11	606.52	100	1255.55	18.87	49.46	474
Q6AQR5_DESPS/9-3	Q0EZV7_9PROT/9-3	353	357	2236.00	3	353	161	45.61	633.43	623.23	100	1255.86	19.06	51.43	475
Q6AQR5_DESPS/9-3	Q83WU7_THIRO/9-3	353	360	2172.00	4	353	149	42.21	615.30	601.70	100	1252.89	22.33	41.17	476
Q6AQR5_DESPS/9-3	A0P441_9RHOB/9-3	353	363	2224.00	4	353	161	45.61	630.03	616.43	100	1257.57	20.42	47.32	477
Q6AQR5_DESPS/9-3	A0P1M6_9RHOB/9-3	353	363	2220.00	4	353	161	45.61	628.90	615.30	100	1254.19	19.75	48.90	478
Q6AQR5_DESPS/9-3	O28901_ARCFU/14-	353	355	1992.00	6	345	133	38.55	577.39	556.52	100	1240.68	18.78	40.01	479
Q6AQR5_DESPS/9-3	Q977P6_THELI/8-3	353	361	2171.00	5	352	148	42.05	616.76	599.72	100	1255.65	18.74	48.86	480
Q6AQR5_DESPS/9-3	O58609_PYRHO/7-3	353	360	2143.00	5	352	145	41.19	608.81	591.76	100	1249.33	20.96	42.63	481
Q6AQR5_DESPS/9-3	Q5JII1_PYRKO/10-	353	362	2140.00	4	352	147	41.76	607.95	594.32	100	1252.38	19.89	44.62	482
Q6AQR5_DESPS/9-3	Y993_METJA/6-358	353	353	2154.00	3	351	147	41.88	613.68	603.42	100	1237.59	21.09	43.46	483
Q6AQR5_DESPS/9-3	Q6M0I1_METMP/10-	353	350	2133.00	5	347	148	42.65	614.70	597.41	100	1231.62	23.33	38.64	484
Q6AQR5_DESPS/9-3	A6UVF5_META3/7-3	353	366	2185.00	3	352	152	43.18	620.74	610.51	100	1255.01	19.36	48.03	485
Q6AQR5_DESPS/9-3	O27144_METTH/1-3	353	348	2187.00	5	347	156	44.96	630.26	612.97	100	1239.43	20.26	46.78	486
Q6AQR5_DESPS/9-3	A5ULS2_METS3/1-3	353	348	2132.00	5	347	148	42.65	614.41	597.12	100	1236.27	21.98	40.75	487
Q6AQR5_DESPS/9-3	Q2NEU1_METST/1-3	353	347	2075.00	6	346	141	40.75	599.71	578.90	100	1227.00	19.94	42.53	488
Q6AQR5_DESPS/9-3	Q8TYR6_METKA/5-3	353	346	2051.00	8	342	153	44.74	599.71	571.64	100	1226.13	23.98	34.39	489
Q6AQR5_DESPS/9-3	Q0W4N4_UNCMA/4-3	353	343	2092.00	5	342	141	41.23	611.70	594.15	100	1228.19	20.60	41.93	490
Q6AQR5_DESPS/9-3	Q2FMR2_METHJ/1-3	353	340	2109.00	5	340	150	44.12	620.29	602.65	100	1211.69	19.61	45.76	491
Q6AQR5_DESPS/9-3	A4YFA0_METS5/13-	353	355	1949.00	4	349	122	34.96	558.45	544.70	100	1246.36	20.07	35.01	492
Q6AQR5_DESPS/9-3	Q8NKV0_ACIAM/14-	353	370	2011.00	10	348	140	40.23	577.87	543.39	100	1264.24	21.84	34.19	493
Q6AQR5_DESPS/9-3	A1RR05_PYRIL/11-	353	376	2013.00	8	349	136	38.97	576.79	549.28	100	1269.72	22.49	33.05	494
Q6AQR5_DESPS/9-3	A1S0N0_THEPD/22-	353	373	2036.00	8	349	138	39.54	583.38	555.87	100	1268.98	19.16	40.03	495
Q6AQR5_DESPS/9-3	A8A9J4_IGNH4/4-3	353	362	2105.00	6	349	149	42.69	603.15	582.52	100	1257.52	23.17	36.58	496
Q6AQR5_DESPS/9-3	A2BKU8_HYPBU/21-	353	371	2059.00	7	349	148	42.41	589.97	565.90	100	1258.90	24.45	32.73	497
Q6AQR5_DESPS/9-3	A3DKX4_STAMF/12-	353	364	2015.00	6	350	134	38.29	575.71	555.14	100	1246.57	22.19	34.63	498
Q6AQR5_DESPS/9-3	Q2IN68_ANADE/14-	353	358	2088.00	4	349	144	41.26	598.28	584.53	100	1259.50	22.74	36.43	499
Q6AQR5_DESPS/9-3	A1SU74_PSYIN/14-	353	354	2025.00	3	350	127	36.29	578.57	568.29	100	1239.78	19.68	39.90	500
Q6AQR5_DESPS/9-3	Q8PUL8_METMA/9-3	353	364	2127.00	7	347	158	45.53	612.97	588.76	100	1265.74	19.09	45.12	501
Q6AQR5_DESPS/9-3	A0L606_MAGSM/2-3	353	361	1887.00	4	350	114	32.57	539.14	525.43	100	1245.91	18.98	33.77	502
Q6AQR5_DESPS/9-3	F2G4P6_ALTMD/1-3	353	360	1924.00	5	349	120	34.38	551.29	534.10	100	1252.07	19.07	35.24	503
Q6AQR5_DESPS/9-3	Q2Y8F6_NITMU/1-3	353	361	1974.00	5	350	127	36.29	564.00	546.86	100	1256.19	20.28	35.39	504
Q6AQR5_DESPS/9-3	A5EUJ0_BRASB/1-3	353	361	1995.00	5	347	127	36.60	574.93	557.64	100	1250.92	17.83	41.74	505
Q6AQR5_DESPS/9-3	A0LAJ4_MAGSM/2-3	353	358	2017.00	4	349	133	38.11	577.94	564.18	100	1247.25	22.39	34.38	506
Q6API1_DESPS/9-3	Q2RGH3_MOOTA/9-3	351	362	1995.00	2	350	128	36.57	570.00	563.14	100	1256.84	18.20	40.56	507
Q6API1_DESPS/9-3	Q2LVY3_SYNAS/9-3	351	356	2033.00	2	350	137	39.14	580.86	574.00	100	1246.80	19.66	39.99	508
Q6API1_DESPS/9-3	B8FQW4_DESHD/12-	351	353	2027.00	1	350	126	36.00	579.14	575.71	100	1246.91	22.23	35.10	509
Q6API1_DESPS/9-3	A1HTX9_9FIRM/9-3	351	355	2044.00	2	350	136	38.86	584.00	577.14	100	1248.30	18.62	42.73	510
Q6API1_DESPS/9-3	A5FPQ9_DEHSB/9-3	351	354	2055.00	2	350	131	37.43	587.14	580.29	100	1245.17	22.16	36.55	511
Q6API1_DESPS/9-3	Q97KV5_CLOAB/9-3	351	353	2038.00	1	350	130	37.14	582.29	578.86	100	1240.13	18.50	43.13	512
Q6API1_DESPS/9-3	B8D1S3_HALOH/9-3	351	354	2027.00	2	350	122	34.86	579.14	572.29	100	1236.95	20.73	38.12	513
Q6API1_DESPS/9-3	A7GE79_CLOBL/3-3	351	353	1901.00	2	350	101	28.86	543.14	536.29	100	1234.75	20.36	32.72	514
Q6API1_DESPS/9-3	A6LXR6_CLOB8/2-3	351	357	1991.00	3	350	116	33.14	568.86	558.57	100	1244.25	20.34	36.71	515
Q6API1_DESPS/9-3	Q3ABW4_CARHZ/3-3	351	356	1950.00	3	349	123	35.24	558.74	548.42	100	1245.48	21.96	32.08	516
Q6API1_DESPS/9-3	A5ZMU1_9FIRM/1-3	351	349	1925.00	3	345	116	33.62	557.97	547.54	100	1232.88	19.09	36.25	517
Q6API1_DESPS/9-3	A4CGN2_ROBBH/9-3	351	353	1968.00	1	350	116	33.14	562.29	558.86	100	1244.37	17.22	42.02	518
Q6API1_DESPS/9-3	A5FCZ4_FLAJ1/9-3	351	350	1969.00	3	347	120	34.58	567.44	557.06	100	1233.35	21.86	33.65	519
Q6API1_DESPS/9-3	Q1NVR4_9DELT/9-3	351	391	1980.00	3	351	131	37.32	564.10	553.85	100	1298.20	21.22	32.13	520
Q6API1_DESPS/9-3	A6FYB1_9DELT/9-3	351	360	1950.00	3	350	123	35.14	557.14	546.86	100	1256.65	21.84	31.75	521
Q6API1_DESPS/9-3	A3Z0T6_9SYNE/9-3	351	358	1966.00	1	351	120	34.19	560.11	556.70	100	1248.26	19.65	36.53	522
Q6API1_DESPS/9-3	Q01R78_SOLUE/9-3	351	353	1954.00	1	350	119	34.00	558.29	554.86	100	1237.35	20.20	35.48	523
Q6API1_DESPS/9-3	B4SCQ1_PELPB/9-3	351	353	1995.00	2	350	129	36.86	570.00	563.14	100	1244.54	18.62	40.30	524
Q6API1_DESPS/9-3	B3EEL2_CHLL2/9-3	351	353	1966.00	1	350	127	36.29	561.71	558.29	100	1240.12	22.44	32.35	525
Q6API1_DESPS/9-3	Q8KBJ3_CHLTE/9-3	351	353	2013.00	1	350	131	37.43	575.14	571.71	100	1243.43	18.36	41.91	526
Q6API1_DESPS/9-3	B4S9I9_PROA2/9-3	351	353	2019.00	2	350	134	38.29	576.86	570.00	100	1240.07	20.94	37.21	527
Q6API1_DESPS/9-3	Q01S96_SOLUE/9-3	351	353	1992.00	1	350	127	36.29	569.14	565.71	100	1236.11	17.85	42.34	528
Q6API1_DESPS/9-3	A8LH32_FRASN/9-3	351	353	2002.00	1	350	128	36.57	572.00	568.57	100	1242.66	22.44	33.84	529
Q6API1_DESPS/9-3	Q1IQZ4_KORVE/9-3	351	353	2003.00	1	350	134	38.29	572.29	568.86	100	1237.59	20.34	37.64	530
Q6API1_DESPS/9-3	A0QUN9_MYCS2/9-3	351	353	1975.00	1	350	119	34.00	564.29	560.86	100	1242.23	22.08	33.19	531
Q6API1_DESPS/9-3	Q2JE40_FRASC/9-3	351	353	1944.00	1	350	118	33.71	555.43	552.00	100	1245.06	18.61	37.57	532
Q6API1_DESPS/9-3	B8G3N7_CHLAD/9-3	351	353	2015.00	1	350	125	35.71	575.71	572.29	100	1238.24	20.60	37.71	533
Q6API1_DESPS/9-3	Q825T0_STRAW/9-3	351	353	2018.00	2	350	128	36.57	576.57	569.71	100	1234.86	20.67	37.88	534
Q6API1_DESPS/9-3	Q0RN44_FRAAA/9-3	351	353	1995.00	1	350	123	35.14	570.00	566.57	100	1244.15	21.44	35.03	535
Q6API1_DESPS/9-3	A6C223_9PLAN/9-3	351	353	1987.00	1	350	122	34.86	567.71	564.29	100	1243.88	18.42	40.35	536
Q6API1_DESPS/9-3	Q31KK3_SYNE7/9-3	351	355	1967.00	1	351	124	35.33	560.40	556.98	100	1251.72	20.68	34.60	537
Q6API1_DESPS/9-3	A3ITK3_9CHRO/9-3	351	356	2044.00	2	350	131	37.43	584.00	577.14	100	1251.09	20.98	37.79	538
Q6API1_DESPS/9-3	P72620_SYNY3/9-3	351	356	2003.00	3	350	125	35.71	572.29	562.00	100	1239.69	19.58	38.98	539
Q6API1_DESPS/9-3	Q3M485_ANAVT/9-3	351	357	2045.00	3	350	139	39.71	584.29	574.00	100	1245.70	15.95	50.11	540
Q6API1_DESPS/9-3	A0YJ31_LYNSP/9-3	351	361	2017.00	3	350	130	37.14	576.29	566.00	100	1253.48	24.16	31.60	541
Q6API1_DESPS/9-3	Q117W1_TRIEI/9-3	351	361	2046.00	3	350	133	38.00	584.57	574.29	100	1252.80	18.70	42.41	542
Q6API1_DESPS/9-3	Q6NIV0_CORDI/9-3	351	354	1980.00	4	348	139	39.94	568.97	555.17	100	1230.10	18.46	40.63	543
Q6API1_DESPS/9-3	A0QVU9_MYCS2/9-3	351	355	1945.00	3	350	127	36.29	555.71	545.43	100	1234.17	17.52	40.56	544
Q6API1_DESPS/9-3	A8L5A7_FRASN/9-3	351	356	1939.00	3	350	118	33.71	554.00	543.71	100	1237.53	19.81	35.40	545
Q6API1_DESPS/9-3	A4FE76_SACEN/9-3	351	356	1943.00	3	350	118	33.71	555.14	544.86	100	1233.39	18.96	37.42	546
Q6API1_DESPS/9-3	Q6PTA3_AZOCA/9-3	351	361	2042.00	3	350	141	40.29	583.43	573.14	100	1252.17	20.82	37.93	547
Q6API1_DESPS/9-3	Q1J410_SPHAL/9-3	351	361	1996.00	2	350	132	37.71	570.29	563.43	100	1250.30	19.60	38.05	548
Q6API1_DESPS/9-3	Q7WXP3_CUPNH/9-3	351	361	2020.00	3	350	135	38.57	577.14	566.86	100	1253.43	21.12	36.30	549
Q6API1_DESPS/9-3	A4BQ13_9GAMM/9-3	351	361	2019.00	2	350	137	39.14	576.86	570.00	100	1250.67	18.22	42.18	550
Q6API1_DESPS/9-3	A5E9B5_BRASB/9-3	351	361	2013.00	2	350	135	38.57	575.14	568.29	100	1251.05	20.04	38.02	551
Q6API1_DESPS/9-3	A1B6P8_PARDP/9-3	351	365	1963.00	4	350	123	35.14	560.86	547.14	100	1257.00	18.95	37.26	552
Q6API1_DESPS/9-3	Q20XQ7_RHOPB/15-	351	368	1990.00	4	350	128	36.57	568.57	554.86	100	1266.03	16.88	42.88	553
Q6API1_DESPS/9-3	A6VPG1_ACTSZ/9-3	351	362	1990.00	3	350	127	36.29	568.57	558.29	100	1251.84	20.57	35.88	554
Q6API1_DESPS/9-3	A3N1X6_ACTP2/9-3	351	362	1995.00	3	350	122	34.86	570.00	559.71	100	1254.38	17.46	42.42	555
Q6API1_DESPS/9-3	A8GEJ9_SERP5/9-3	351	361	1982.00	3	350	125	35.71	566.29	556.00	100	1243.04	17.69	41.78	556
Q6API1_DESPS/9-3	Q6D7U3_ERWCT/9-3	351	361	1967.00	4	350	121	34.57	562.00	548.29	100	1246.81	18.58	38.76	557
Q6API1_DESPS/9-3	Q5PEA0_SALPA/9-3	351	361	1949.00	3	350	120	34.29	556.86	546.57	100	1250.23	18.09	38.63	558
Q6API1_DESPS/9-3	B4U671_HYDS0/7-3	351	354	1932.00	5	346	117	33.82	558.38	541.04	100	1235.74	18.67	37.29	559
Q6API1_DESPS/9-3	O67225_AQUAE/14-	351	364	1964.00	5	350	126	36.00	561.14	544.00	100	1256.43	17.90	39.53	560
Q6API1_DESPS/9-3	A7GYJ2_CAMC5/9-3	351	353	1997.00	2	350	121	34.57	570.57	563.71	100	1244.80	21.32	35.28	561
Q6API1_DESPS/9-3	A7I1P6_CAMHC/9-3	351	353	1962.00	2	349	121	34.67	562.18	555.30	100	1239.95	20.54	35.15	562
Q6API1_DESPS/9-3	B9KGD1_CAMLR/9-3	351	353	1976.00	1	350	118	33.71	564.57	561.14	100	1241.32	18.67	39.36	563
Q6API1_DESPS/9-3	A7H3Q9_CAMJD/9-3	351	353	1973.00	1	350	119	34.00	563.71	560.29	100	1241.53	17.46	41.89	564
Q6API1_DESPS/9-3	Q4HSJ7_CAMUP/9-3	351	353	1950.00	1	350	109	31.14	557.14	553.71	100	1243.37	21.27	33.23	565
Q6API1_DESPS/9-3	Q31DZ2_THICR/15-	351	359	1960.00	4	350	119	34.00	560.00	546.29	100	1257.19	19.71	35.66	566
Q6API1_DESPS/9-3	Q1Z837_PHOPR/13-	351	359	1916.00	7	348	120	34.48	550.57	526.44	100	1252.29	22.32	29.73	567
Q6API1_DESPS/9-3	A1S671_SHEAM/24-	351	359	1949.00	3	350	121	34.57	556.86	546.57	100	1257.59	21.16	32.68	568
Q6API1_DESPS/9-3	Q1ZT04_PHOAS/14-	351	359	1952.00	4	350	121	34.57	557.71	544.00	100	1249.60	22.30	31.50	569
Q6API1_DESPS/9-3	A8H458_SHEPA/13-	351	359	1935.00	4	350	115	32.86	552.86	539.14	100	1247.40	18.26	37.67	570
Q6API1_DESPS/9-3	Q081V8_SHEFN/13-	351	359	1917.00	4	350	114	32.57	547.71	534.00	100	1250.47	21.17	31.48	571
Q6API1_DESPS/9-3	A3QDS5_SHELP/13-	351	359	1964.00	5	350	127	36.29	561.14	544.00	100	1253.96	20.71	34.29	572
Q6API1_DESPS/9-3	A3D3S4_SHEB5/13-	351	359	1948.00	4	350	120	34.29	556.57	542.86	100	1245.66	20.46	34.34	573
Q6API1_DESPS/9-3	A4SLV8_AERS4/13-	351	357	1955.00	3	350	117	33.43	558.57	548.29	100	1249.17	18.43	38.30	574
Q6API1_DESPS/9-3	Q1ZGM9_9GAMM/12-	351	364	1919.00	6	350	123	35.14	548.29	527.71	100	1259.96	20.65	31.91	575
Q6API1_DESPS/9-3	A6Q3M7_NITSB/12-	351	364	1928.00	5	350	119	34.00	550.86	533.71	100	1253.33	22.33	30.21	576
Q6API1_DESPS/9-3	A6QAT8_SULNB/15-	351	366	1924.00	4	350	110	31.43	549.71	536.00	100	1256.69	22.19	30.07	577
Q6API1_DESPS/9-3	A8EUN7_ARCB4/16-	351	358	1934.00	2	350	115	32.86	552.57	545.71	100	1243.36	19.47	35.48	578
Q6API1_DESPS/9-3	Q7M9N5_WOLSU/12-	351	359	1926.00	4	350	116	33.14	550.29	536.57	100	1255.23	19.83	33.82	579
Q6API1_DESPS/9-3	Q7VJC1_HELHP/21-	351	359	1976.00	4	350	127	36.29	564.57	550.86	100	1253.65	21.12	34.20	580
Q6API1_DESPS/9-3	Q17WE6_HELAH/12-	351	359	1989.00	4	350	127	36.29	568.29	554.57	100	1255.91	18.81	38.98	581
Q6API1_DESPS/9-3	Q2RXN4_RHORT/12-	351	364	1915.00	6	350	123	35.14	547.14	526.57	100	1265.65	21.12	30.75	582
Q6API1_DESPS/9-3	B2JX88_BURP8/9-3	351	357	1933.00	2	351	115	32.76	550.71	543.87	100	1252.63	24.08	28.25	583
Q6API1_DESPS/9-3	A5IEY6_LEGPC/9-3	351	357	1889.00	2	351	105	29.91	538.18	531.34	100	1253.12	18.45	34.47	584
Q6API1_DESPS/9-3	Q2SQT0_HAHCH/9-3	351	361	1924.00	3	351	117	33.33	548.15	537.89	100	1253.05	20.93	32.06	585
Q6API1_DESPS/9-3	HYPD_AZOVI/9-370	351	362	1971.00	5	350	128	36.57	563.14	546.00	100	1254.76	18.43	38.86	586
Q6API1_DESPS/9-3	Q2BN39_9GAMM/9-3	351	363	1946.00	5	349	129	36.96	557.59	540.40	100	1256.54	21.47	32.11	587
Q6API1_DESPS/9-3	Q0A730_ALHEH/9-3	351	363	1926.00	5	349	122	34.96	551.86	534.67	100	1255.86	20.28	33.04	588
Q6API1_DESPS/9-3	HYPD1_BRAJA/9-37	351	363	1910.00	5	349	115	32.95	547.28	530.09	100	1259.44	21.56	30.18	589
Q6API1_DESPS/9-3	HYPD2_BRAJA/9-37	351	363	1922.00	3	351	117	33.33	547.58	537.32	100	1253.28	20.56	32.53	590
Q6API1_DESPS/9-3	HYPD_RHILV/9-371	351	363	1928.00	3	350	117	33.43	550.86	540.57	100	1254.25	17.14	39.32	591
Q6API1_DESPS/9-3	Q13BX4_RHOPS/9-3	351	363	1927.00	3	351	117	33.33	549.00	538.75	100	1257.29	20.19	33.17	592
Q6API1_DESPS/9-3	Q20ZZ2_RHOPB/9-3	351	359	1892.00	4	350	115	32.86	540.57	526.86	100	1250.38	22.28	28.80	593
Q6API1_DESPS/9-3	A1KC63_AZOSB/9-3	351	364	1929.00	5	351	122	34.76	549.57	532.48	100	1260.84	18.30	36.52	594
Q6API1_DESPS/9-3	A2SJM7_METPP/9-3	351	363	1918.00	3	351	114	32.48	546.44	536.18	100	1255.24	22.29	29.74	595
Q6API1_DESPS/9-3	A4JRG7_BURVG/9-3	351	362	1933.00	3	350	118	33.71	552.29	542.00	100	1260.63	20.66	32.54	596
Q6API1_DESPS/9-3	Q478N8_DECAR/9-3	351	363	1931.00	3	351	122	34.76	550.14	539.89	100	1259.08	22.35	30.06	597
Q6API1_DESPS/9-3	Q2W6T2_MAGSA/9-3	351	363	1912.00	5	350	120	34.29	546.29	529.14	100	1250.67	22.56	29.32	598
Q6API1_DESPS/9-3	Q0EZV7_9PROT/9-3	351	357	1970.00	4	350	126	36.00	562.86	549.14	100	1256.53	20.06	35.56	599
Q6API1_DESPS/9-3	Q83WU7_THIRO/9-3	351	360	1921.00	5	349	120	34.38	550.43	533.24	100	1247.25	18.12	37.19	600
Q6API1_DESPS/9-3	A0P441_9RHOB/9-3	351	363	1945.00	4	350	125	35.71	555.71	542.00	100	1254.95	18.29	37.74	601
Q6API1_DESPS/9-3	A0P1M6_9RHOB/9-3	351	363	1949.00	3	351	125	35.61	555.27	545.01	100	1256.52	22.03	31.43	602
Q6API1_DESPS/9-3	O28901_ARCFU/14-	351	355	1829.00	6	343	110	32.07	533.24	512.24	100	1242.55	18.94	30.97	603
Q6API1_DESPS/9-3	Q977P6_THELI/8-3	351	361	1939.00	5	349	114	32.66	555.59	538.40	100	1248.75	18.68	36.96	604
Q6API1_DESPS/9-3	O58609_PYRHO/7-3	351	360	1884.00	6	349	110	31.52	539.83	519.20	100	1248.46	22.83	27.83	605
Q6API1_DESPS/9-3	Q5JII1_PYRKO/10-	351	362	1897.00	5	349	112	32.09	543.55	526.36	100	1251.34	21.78	29.64	606
Q6API1_DESPS/9-3	Y993_METJA/6-358	351	353	1943.00	4	348	115	33.05	558.33	544.54	100	1237.30	20.42	34.55	607
Q6API1_DESPS/9-3	Q6M0I1_METMP/10-	351	350	1926.00	6	344	122	35.47	559.88	538.95	100	1230.56	18.83	36.94	608
Q6API1_DESPS/9-3	A6UVF5_META3/7-3	351	366	1923.00	3	349	113	32.38	551.00	540.69	100	1254.07	21.48	31.15	609
Q6API1_DESPS/9-3	O27144_METTH/1-3	351	348	1941.00	6	345	124	35.94	562.61	541.74	100	1238.22	19.95	35.22	610
Q6API1_DESPS/9-3	A5ULS2_METS3/1-3	351	348	1877.00	6	344	114	33.14	545.64	524.71	100	1233.28	19.84	32.45	611
Q6API1_DESPS/9-3	Q2NEU1_METST/1-3	351	347	1857.00	7	343	116	33.82	541.40	516.91	100	1227.30	18.66	33.75	612
Q6API1_DESPS/9-3	Q8TYR6_METKA/5-3	351	346	1873.00	8	339	122	35.99	552.51	524.19	100	1230.51	19.87	32.34	613
Q6API1_DESPS/9-3	Q0W4N4_UNCMA/4-3	351	343	1935.00	5	339	127	37.46	570.80	553.10	100	1226.81	20.99	33.74	614
Q6API1_DESPS/9-3	Q2FMR2_METHJ/1-3	351	340	1943.00	5	338	130	38.46	574.85	557.10	100	1211.25	17.95	40.76	615
Q6API1_DESPS/9-3	A4YFA0_METS5/13-	351	355	1797.00	5	346	100	28.90	519.36	502.02	100	1241.97	19.87	27.94	616
Q6API1_DESPS/9-3	Q8NKV0_ACIAM/14-	351	370	1802.00	11	347	108	31.12	519.31	481.27	100	1258.36	21.60	25.16	617
Q6API1_DESPS/9-3	A1RR05_PYRIL/11-	351	376	1812.00	9	346	114	32.95	523.70	492.49	100	1260.71	17.78	31.01	618
Q6API1_DESPS/9-3	A1S0N0_THEPD/22-	351	373	1799.00	9	345	103	29.86	521.45	490.14	100	1264.32	21.04	25.42	619
Q6API1_DESPS/9-3	A8A9J4_IGNH4/4-3	351	362	1787.00	7	345	105	30.43	517.97	493.62	100	1254.19	19.09	27.92	620
Q6API1_DESPS/9-3	A2BKU8_HYPBU/21-	351	371	1816.00	8	347	113	32.56	523.34	495.68	100	1257.88	22.18	25.17	621
Q6API1_DESPS/9-3	A3DKX4_STAMF/12-	351	364	1778.00	8	348	102	29.31	510.92	483.33	100	1241.98	18.61	28.80	622
Q6API1_DESPS/9-3	Q2IN68_ANADE/14-	351	358	1826.00	5	346	112	32.37	527.75	510.40	100	1255.68	22.16	25.74	623
Q6API1_DESPS/9-3	A1SU74_PSYIN/14-	351	354	1862.00	4	347	110	31.70	536.60	522.77	100	1242.45	19.81	31.28	624
Q6API1_DESPS/9-3	Q8PUL8_METMA/9-3	351	364	1943.00	6	344	128	37.21	564.83	543.90	100	1262.70	20.37	33.40	625
Q6API1_DESPS/9-3	A0L606_MAGSM/2-3	351	361	1762.00	5	348	100	28.74	506.32	489.08	100	1247.87	18.23	28.20	626
