I	J	ILEN	JLEN	MATCH	NGAPS	NALIG	NIDENT	%IDENT	NAS	NASAL	NRANS	RMEAN	STDEV	SCORE	PWMATCH
d1qtfa_/1-246	d2ra3a_/1-224	246	224	823.00	8	215	41	19.07	382.79	338.14	100	816.97	17.58	0.34	547
d1qtfa_/1-246	d3p95a_/1-224	246	224	840.00	7	216	45	20.83	388.89	350.00	100	812.01	15.49	1.81	548
d1qtfa_/1-246	d2f91a1/1-237	246	237	836.00	10	221	46	20.81	378.28	323.98	100	849.39	16.09	-0.83	549
d1qtfa_/1-246	d3fp7e_/1-223	246	223	820.00	7	218	41	18.81	376.15	337.61	100	805.62	18.38	0.78	550
d1qtfa_/1-246	d2a31a_/1-223	246	223	821.00	9	212	45	21.23	387.26	336.32	100	808.71	15.18	0.81	551
d1qtfa_/1-246	g1rtf.1/1-261	246	261	914.00	7	237	39	16.46	385.65	350.21	100	869.78	18.05	2.45	552
d1qtfa_/1-246	d3mhwu_/1-247	246	247	868.00	10	218	41	18.81	398.17	343.12	100	858.87	16.26	0.56	553
d1qtfa_/1-246	d1bqya_/1-234	246	234	852.00	9	212	42	19.81	401.89	350.94	100	825.83	16.27	1.61	554
d1qtfa_/1-246	d1op0a_/1-234	246	234	839.00	7	230	37	16.09	364.78	328.26	100	833.26	16.53	0.35	555
d1qtfa_/1-246	d2aiqa_/1-231	246	231	845.00	8	217	38	17.51	389.40	345.16	100	813.59	16.89	1.86	556
d1qtfa_/1-246	d2eeka_/1-220	246	220	823.00	8	215	39	18.14	382.79	338.14	100	800.18	14.95	1.53	557
d1qtfa_/1-246	d3s9ba_/1-234	246	234	882.00	7	227	37	16.30	388.55	351.54	100	821.32	16.55	3.67	558
d1qtfa_/1-246	d3s69a_/1-234	246	234	830.00	12	212	41	19.34	391.51	323.58	100	835.36	18.11	-0.30	559
d1qtfa_/1-246	d2rdla_/1-226	246	226	850.00	7	216	41	18.98	393.52	354.63	100	814.98	17.61	1.99	560
d1qtfa_/1-246	d4e7na_/1-238	246	238	858.00	5	229	34	14.85	374.67	348.47	100	832.88	16.26	1.54	561
d1qtfa_/1-246	d2y5fa_/1-234	246	234	838.00	6	222	31	13.96	377.48	345.05	100	836.83	15.80	0.07	562
d1qtfa_/1-246	d2anya_/1-238	246	238	827.00	9	220	40	18.18	375.91	326.82	100	841.40	15.79	-0.91	563
d1qtfa_/1-246	d2bz6h_/1-254	246	254	856.00	6	218	43	19.72	392.66	359.63	100	857.18	14.84	-0.08	564
d1qtfa_/1-246	d2wphs_/1-235	246	235	871.00	5	232	36	15.52	375.43	349.57	100	841.09	18.82	1.59	565
d1qtfa_/1-246	d1spja_/1-238	246	238	842.00	7	225	37	16.44	374.22	336.89	100	830.33	15.99	0.73	566
d1qtfa_/1-246	d2f9na_/1-243	246	243	843.00	6	234	33	14.10	360.26	329.49	100	831.49	16.97	0.68	567
d1qtfa_/1-246	d2z7fe_/1-218	246	218	803.00	7	213	31	14.55	377.00	337.56	100	783.40	14.38	1.36	568
d1qtfa_/1-246	d4dgja_/1-235	246	235	853.00	7	229	35	15.28	372.49	335.81	100	831.88	17.41	1.21	569
d1qtfa_/1-246	d3tjva_/1-225	246	225	848.00	8	214	40	18.69	396.26	351.40	100	817.36	17.35	1.77	570
d1qtfa_/1-246	d2zchp_/1-237	246	237	845.00	6	229	33	14.41	369.00	337.55	100	826.82	16.05	1.13	571
d1qtfa_/1-246	d4gsoa_/1-232	246	232	851.00	6	224	37	16.52	379.91	347.77	100	827.15	17.34	1.38	572
d1qtfa_/1-246	d3g01a_/1-227	246	227	855.00	8	217	40	18.43	394.01	349.77	100	828.38	19.55	1.36	573
d1qtfa_/1-246	d3u1jb_/1-166	246	166	685.00	7	166	36	21.69	412.65	362.05	100	659.36	14.13	1.81	574
d1qtfa_/1-246	d2fomb1/1-150	246	150	645.00	8	149	34	22.82	432.89	368.46	100	600.21	13.52	3.31	575
d1qtfa_/1-246	g1dy9.1/1-188	246	188	737.00	9	184	44	23.91	400.54	341.85	100	706.40	14.89	2.06	576
d1qtfa_/1-246	g1n1l.1/1-202	246	202	782.00	10	198	46	23.23	394.95	334.34	100	748.44	15.97	2.10	577
d1qtfa_/1-246	g1n1l.2/1-170	246	170	678.00	7	166	37	22.29	408.43	357.83	100	648.60	12.67	2.32	578
d1qtfa_/1-246	d1cu1a1/1-201	246	201	759.00	6	200	34	17.00	379.50	343.50	100	745.17	15.78	0.88	579
d1qtfa_/1-246	d1dxwa_/1-165	246	165	664.00	8	163	38	23.31	407.36	348.47	100	640.39	12.48	1.89	580
d1qtfa_/1-246	d2fp7b1/1-152	246	152	628.00	8	152	34	22.37	413.16	350.00	100	606.50	13.85	1.55	581
d1qtfa_/1-246	d1mbma_/1-198	246	198	755.00	8	196	39	19.90	385.20	336.22	100	753.05	15.08	0.13	582
d1qtfa_/1-246	d1lvmb_/1-219	246	219	813.00	9	209	37	17.70	389.00	337.32	100	806.70	17.11	0.37	583
d1qtfa_/1-246	d1q31a_/1-239	246	239	852.00	8	225	36	16.00	378.67	336.00	100	849.29	15.98	0.17	584
d1qtfa_/1-246	d1vcpa_/1-149	246	149	615.00	5	149	32	21.48	412.75	372.48	100	592.06	12.83	1.79	585
d1qtfa_/1-246	d1svpa_/1-160	246	160	637.00	7	160	33	20.62	398.12	345.62	100	634.67	13.71	0.17	586
d1qtfa_/1-246	d1ep5a_/1-156	246	156	640.00	7	153	34	22.22	418.30	363.40	100	623.15	13.99	1.20	587
d1qtfa_/1-246	d4agka_/1-152	246	152	625.00	7	150	35	23.33	416.67	360.67	100	607.06	12.30	1.46	588
d1qtfa_/1-246	d3keea_/1-178	246	178	696.00	8	176	39	22.16	395.45	340.91	100	678.69	14.57	1.19	589
d1qtfa_/1-246	d3sv8a_/1-193	246	193	747.00	7	186	35	18.82	401.61	356.45	100	733.48	13.33	1.01	590
d1qtfa_/1-246	d2ggvb_/1-169	246	169	692.00	8	169	31	18.34	409.47	352.66	100	660.52	13.90	2.26	591
d1qtfa_/1-246	d3e90b_/1-176	246	176	707.00	8	176	34	19.32	401.70	347.16	100	682.84	15.47	1.56	592
d1qtfa_/1-246	d2hrva_/1-139	246	139	577.00	8	138	36	26.09	418.12	348.55	100	553.31	12.15	1.95	593
d1qtfa_/1-246	d2bhga1/1-199	246	199	756.00	8	195	33	16.92	387.69	338.46	100	751.82	13.60	0.31	594
d1qtfa_/1-246	d3sjia_/1-179	246	179	722.00	7	176	32	18.18	410.23	362.50	100	687.85	12.46	2.74	595
d1qtfa_/1-246	d3q3ya_/1-181	246	181	740.00	8	175	41	23.43	422.86	368.00	100	702.66	15.91	2.35	596
d1qtfa_/1-246	d2hala_/1-212	246	212	786.00	10	202	44	21.78	389.11	329.70	100	794.64	14.26	-0.61	597
d1qtfa_/1-246	d1cqqa_/1-180	246	180	736.00	9	180	37	20.56	408.89	348.89	100	703.37	14.98	2.18	598
d1qtfa_/1-246	d2zu2a_/1-300	246	300	929.00	9	243	39	16.05	382.30	337.86	100	924.22	16.61	0.29	599
d1qtfa_/1-246	d3tloa_/1-302	246	302	919.00	14	243	48	19.75	378.19	309.05	100	924.07	15.91	-0.32	600
d1qtfa_/1-246	d3d23a_/1-302	246	302	908.00	8	244	38	15.57	372.13	332.79	100	920.20	13.42	-0.91	601
d1qtfa_/1-246	d3tnta_/1-306	246	306	904.00	11	246	37	15.04	367.48	313.82	100	922.22	17.67	-1.03	602
d1qtfa_/1-246	d1lvoa_/1-299	246	299	914.00	6	241	39	16.18	379.25	349.38	100	935.40	17.78	-1.20	603
d1qtfa_/1-246	d3zvea_/1-189	246	189	761.00	7	189	32	16.93	402.65	358.20	100	724.35	14.38	2.55	604
d1qtfa_/1-246	d4dcda_/1-184	246	184	774.00	6	180	44	24.44	430.00	390.00	100	712.32	15.68	3.93	605
d1qtfa_/1-246	d2ea3a_/1-183	246	183	698.00	5	180	34	18.89	387.78	354.44	100	697.39	14.59	0.04	606
d1qtfa_/1-246	d3stia_/1-228	246	228	902.00	7	213	47	22.07	423.47	384.04	100	835.13	16.26	4.11	607
d1qtfa_/1-246	d2qxia_/1-224	246	224	791.00	8	207	35	16.91	382.13	335.75	100	801.92	15.95	-0.68	608
d1qtfa_/1-246	d3gylb_/1-247	246	247	843.00	7	217	29	13.36	388.48	349.77	100	860.96	19.29	-0.93	609
d1qtfa_/1-246	d2oq5a_/1-232	246	232	828.00	9	214	40	18.69	386.92	336.45	100	826.44	13.91	0.11	610
d1qtfa_/1-246	d2bdga_/1-223	246	223	818.00	11	220	40	18.18	371.82	311.82	100	802.81	16.95	0.90	611
d1qtfa_/1-246	d2asub_/1-225	246	225	807.00	6	214	30	14.02	377.10	343.46	100	799.12	15.97	0.49	612
d1qtfa_/1-246	d2odpa2/1-288	246	288	931.00	8	245	38	15.51	380.00	340.82	100	910.00	16.79	1.25	613
d1qtfa_/1-246	d2zgca_/1-231	246	231	840.00	8	213	40	18.78	394.37	349.30	100	814.23	14.99	1.72	614
d1qtfa_/1-246	d3tjoa_/1-211	246	211	866.00	6	206	42	20.39	420.39	385.44	100	794.65	15.66	4.55	615
d1qtfa_/1-246	d2psxa_/1-227	246	227	819.00	10	213	40	18.78	384.51	328.17	100	806.99	18.21	0.66	616
d1qtfa_/1-246	d2qy0b_/1-240	246	240	856.00	7	230	33	14.35	372.17	335.65	100	846.91	15.80	0.58	617
d1qtfa_/1-246	d3govb_/1-251	246	251	863.00	11	218	44	20.18	395.87	335.32	100	860.84	17.03	0.13	618
d1qtfa_/1-246	d3qzra_/1-180	246	180	729.00	9	180	41	22.78	405.00	345.00	100	689.08	15.67	2.55	619
d1qtfa_/1-246	d4fvda_/1-138	246	138	587.00	8	137	34	24.82	428.47	358.39	100	547.90	12.70	3.08	620
d1qtfa_/1-246	d2q6fa_/1-301	246	301	906.00	11	241	42	17.43	375.93	321.16	100	930.77	14.72	-1.68	621
d1qtfa_/1-246	d2ouaa_/1-188	246	188	728.00	13	186	42	22.58	391.40	307.53	100	719.57	13.43	0.63	622
d1qtfa_/1-246	d3h7oa_/1-228	246	228	849.00	11	212	45	21.23	400.47	338.21	100	826.58	16.88	1.33	623
d1qtfa_/1-246	d3h7ta_/1-235	246	235	853.00	7	220	39	17.73	387.73	349.55	100	852.01	18.03	0.05	624
d1qtfa_/1-246	d2as9a_/1-207	246	207	946.00	9	200	59	29.50	473.00	419.00	100	797.21	13.74	10.83	625
d1qtfa_/1-246	d2vida_/1-204	246	204	943.00	8	195	58	29.74	483.59	434.36	100	791.52	15.77	9.60	626
d1qtfa_/1-246	d3ufaa_/1-200	246	200	961.00	13	192	72	37.50	500.52	419.27	100	778.62	15.71	11.61	627
d1qtfa_/1-246	d2pfea_/1-186	246	186	704.00	11	184	42	22.83	382.61	310.87	100	705.11	14.86	-0.07	628
d1qtfa_/1-246	d3mmga_/1-217	246	217	830.00	8	210	37	17.62	395.24	349.52	100	802.11	16.89	1.65	629
d1qtfa_/1-246	d1ym0a_/1-238	246	238	841.00	8	219	43	19.63	384.02	340.18	100	841.45	17.74	-0.03	630
d1hpga_/1-187	d1p3ca_/1-215	187	215	771.00	8	181	45	24.86	425.97	372.93	100	740.89	14.93	2.02	631
d1hpga_/1-187	d1lcya2/1-205	187	205	692.00	7	175	35	20.00	395.43	347.43	100	692.54	13.41	-0.04	632
d1hpga_/1-187	d2sgaa_/1-181	187	181	1265.00	2	180	108	60.00	702.78	689.44	100	708.62	15.85	35.10	633
d1hpga_/1-187	d3cs0a3/1-249	187	249	761.00	6	183	41	22.40	415.85	376.50	100	744.60	15.21	1.08	634
d1hpga_/1-187	d1l1ja_/1-228	187	228	749.00	8	185	41	22.16	404.86	352.97	100	711.22	14.56	2.60	635
d1hpga_/1-187	d2z9ia2/1-221	187	221	774.00	7	186	41	22.04	416.13	370.97	100	741.28	15.05	2.17	636
d1hpga_/1-187	d2sfaa_/1-191	187	191	1258.00	4	187	104	55.61	672.73	647.06	100	729.75	15.31	34.51	637
d1hpga_/1-187	d3beua_/1-224	187	224	821.00	7	187	45	24.06	439.04	394.12	100	736.73	15.66	5.38	638
d1hpga_/1-187	d1os8a_/1-223	187	223	813.00	6	187	44	23.53	434.76	396.26	100	736.85	14.60	5.22	639
d1hpga_/1-187	d3i77a_/1-230	187	230	804.00	9	187	46	24.60	429.95	372.19	100	738.59	14.41	4.54	640
d1hpga_/1-187	d2o8la_/1-216	187	216	761.00	6	184	35	19.02	413.59	374.46	100	712.19	14.80	3.30	641
d1hpga_/1-187	d3lgia_/1-220	187	220	721.00	10	180	45	25.00	400.56	333.89	100	714.42	14.69	0.45	642
d1hpga_/1-187	d2qa9e_/1-185	187	185	1215.00	4	182	102	56.04	667.58	641.21	100	718.01	16.59	29.95	643
d1hpga_/1-187	g1gg6.1/1-240	187	240	773.00	8	187	41	21.93	413.37	362.03	100	739.99	14.16	2.33	644
d1hpga_/1-187	d1pytd_/1-251	187	251	755.00	10	186	40	21.51	405.91	341.40	100	724.84	14.21	2.12	645
d1hpga_/1-187	g1kdq.1/1-226	187	226	771.00	8	187	45	24.06	412.30	360.96	100	717.23	15.84	3.39	646
d1hpga_/1-187	d1eq9a_/1-222	187	222	789.00	7	186	40	21.51	424.19	379.03	100	709.02	15.77	5.07	647
d1hpga_/1-187	d1sgfa_/1-228	187	228	740.00	7	183	36	19.67	404.37	358.47	100	684.26	12.40	4.49	648
d1hpga_/1-187	d1sgfg_/1-237	187	237	752.00	8	187	35	18.72	402.14	350.80	100	701.84	16.51	3.04	649
d1hpga_/1-187	d1autc_/1-240	187	240	768.00	9	187	47	25.13	410.70	352.94	100	701.17	13.54	4.93	650
d1hpga_/1-187	g1fiz.1/1-277	187	277	785.00	8	187	38	20.32	419.79	368.45	100	729.11	14.91	3.75	651
d1hpga_/1-187	g1fiw.1/1-275	187	275	786.00	9	187	38	20.32	420.32	362.57	100	733.15	12.43	4.25	652
d1hpga_/1-187	d2fpza_/1-243	187	243	743.00	7	185	37	20.00	401.62	356.22	100	696.07	14.26	3.29	653
d1hpga_/1-187	d1cgha_/1-224	187	224	745.00	7	183	37	20.22	407.10	361.20	100	692.92	14.92	3.49	654
d1hpga_/1-187	d4k60a_/1-226	187	226	739.00	7	183	41	22.40	403.83	357.92	100	698.50	12.72	3.18	655
d1hpga_/1-187	d3rp2a_/1-224	187	224	741.00	8	183	43	23.50	404.92	352.46	100	694.54	13.62	3.41	656
d1hpga_/1-187	d1pfxc_/1-235	187	235	769.00	7	184	43	23.37	417.93	372.28	100	717.92	14.73	3.47	657
d1hpga_/1-187	d1kigh_/1-241	187	241	773.00	8	185	41	22.16	417.84	365.95	100	719.27	14.56	3.69	658
d1hpga_/1-187	d1fxya_/1-228	187	228	773.00	5	187	37	19.79	413.37	381.28	100	714.12	15.19	3.88	659
d1hpga_/1-187	d3bg8a_/1-238	187	238	780.00	8	184	44	23.91	423.91	371.74	100	712.70	15.58	4.32	660
d1hpga_/1-187	d1elva1/1-259	187	259	776.00	11	184	51	27.72	421.74	350.00	100	723.21	15.72	3.36	661
d1hpga_/1-187	d1azza_/1-226	187	226	776.00	8	185	43	23.24	419.46	367.57	100	731.26	16.48	2.71	662
d1hpga_/1-187	d1eufa_/1-224	187	224	766.00	6	184	43	23.37	416.30	377.17	100	698.11	14.97	4.53	663
d1hpga_/1-187	d1elta_/1-236	187	236	807.00	5	185	41	22.16	436.22	403.78	100	745.75	12.83	4.77	664
d1hpga_/1-187	d3hgpa_/1-240	187	240	803.00	5	186	43	23.12	431.72	399.46	100	742.55	13.79	4.38	665
d1hpga_/1-187	d1brup_/1-241	187	241	786.00	5	187	41	21.93	420.32	388.24	100	735.11	15.75	3.23	666
d1hpga_/1-187	d1m9ua_/1-241	187	241	788.00	10	187	50	26.74	421.39	357.22	100	757.03	16.00	1.94	667
d1hpga_/1-187	d1ekbb_/1-235	187	235	761.00	8	182	40	21.98	418.13	365.38	100	701.55	14.97	3.97	668
d1hpga_/1-187	d1rrka1/1-287	187	287	756.00	11	185	47	25.41	408.65	337.30	100	718.40	15.42	2.44	669
d1hpga_/1-187	d2xw9a_/1-228	187	228	759.00	8	187	38	20.32	405.88	354.55	100	707.07	15.24	3.41	670
d1hpga_/1-187	d1orfa_/1-232	187	232	764.00	8	186	37	19.89	410.75	359.14	100	703.40	15.62	3.88	671
d1hpga_/1-187	d1iaua_/1-226	187	226	734.00	7	185	39	21.08	396.76	351.35	100	691.47	15.66	2.72	672
d1hpga_/1-187	d1fi8a_/1-227	187	227	753.00	8	184	45	24.46	409.24	357.07	100	701.37	13.66	3.78	673
d1hpga_/1-187	d1mzaa_/1-240	187	240	783.00	8	186	42	22.58	420.97	369.35	100	721.02	15.02	4.13	674
d1hpga_/1-187	d1a7sa_/1-225	187	225	756.00	5	187	42	22.46	404.28	372.19	100	710.87	16.25	2.78	675
d1hpga_/1-187	d1si5h_/1-234	187	234	707.00	11	186	42	22.58	380.11	309.14	100	707.17	15.05	-0.01	676
d1hpga_/1-187	d1z8ga1/1-255	187	255	783.00	9	187	44	23.53	418.72	360.96	100	731.82	13.25	3.86	677
d1hpga_/1-187	d2hlca_/1-230	187	230	768.00	9	186	40	21.51	412.90	354.84	100	717.88	13.68	3.66	678
d1hpga_/1-187	d1lo6a_/1-221	187	221	749.00	7	187	37	19.79	400.53	355.61	100	696.07	14.88	3.56	679
d1hpga_/1-187	g2pka.1/1-233	187	233	763.00	8	187	37	19.79	408.02	356.68	100	700.41	13.79	4.54	680
d1hpga_/1-187	d1ao5a_/1-237	187	237	752.00	8	187	41	21.93	402.14	350.80	100	698.40	12.67	4.23	681
d1hpga_/1-187	d1q3xa1/1-242	187	242	749.00	9	186	41	22.04	402.69	344.62	100	723.63	16.00	1.59	682
d1hpga_/1-187	d3ncla_/1-241	187	241	767.00	10	186	49	26.34	412.37	347.85	100	717.63	15.21	3.25	683
d1hpga_/1-187	d1fuja_/1-221	187	221	746.00	7	185	44	23.78	403.24	357.84	100	692.47	15.87	3.37	684
d1hpga_/1-187	d1npma_/1-225	187	225	765.00	6	187	39	20.86	409.09	370.59	100	701.57	15.18	4.18	685
d1hpga_/1-187	d1ddja_/1-247	187	247	751.00	5	187	35	18.72	401.60	369.52	100	712.30	13.95	2.77	686
d1hpga_/1-187	d1fona_/1-232	187	232	770.00	7	185	43	23.24	416.22	370.81	100	719.98	16.89	2.96	687
d1hpga_/1-187	d1pytc_/1-248	187	248	792.00	10	187	48	25.67	423.53	359.36	100	730.15	15.42	4.01	688
d1hpga_/1-187	d1gvza_/1-237	187	237	762.00	8	186	41	22.04	409.68	358.06	100	698.18	13.56	4.71	689
d1hpga_/1-187	d1a5ia_/1-265	187	265	770.00	8	187	42	22.46	411.76	360.43	100	720.05	13.70	3.65	690
d1hpga_/1-187	g1ucy.1/1-297	187	297	749.00	9	187	42	22.46	400.53	342.78	100	719.54	13.23	2.23	691
d1hpga_/1-187	g1h8d.1/1-290	187	290	767.00	10	187	47	25.13	410.16	345.99	100	715.71	12.41	4.13	692
d1hpga_/1-187	g1jou.1/1-305	187	305	761.00	9	184	41	22.28	413.59	354.89	100	725.22	12.77	2.80	693
d1hpga_/1-187	g1vr1.1/1-287	187	287	763.00	8	187	44	23.53	408.02	356.68	100	713.33	14.92	3.33	694
d1hpga_/1-187	g2hnt.1/1-265	187	265	737.00	8	186	42	22.58	396.24	344.62	100	699.84	12.07	3.08	695
d1hpga_/1-187	d1tona_/1-235	187	235	775.00	9	184	42	22.83	421.20	362.50	100	708.19	14.78	4.52	696
d1hpga_/1-187	d1hj8a_/1-222	187	222	781.00	8	185	42	22.70	422.16	370.27	100	723.29	14.78	3.91	697
d1hpga_/1-187	d1a0ja_/1-223	187	223	781.00	6	185	39	21.08	422.16	383.24	100	729.60	14.61	3.52	698
d1hpga_/1-187	d4i8ha_/1-223	187	223	794.00	6	187	40	21.39	424.60	386.10	100	737.56	14.82	3.81	699
d1hpga_/1-187	d1ezxc_/1-199	187	199	772.00	5	184	38	20.65	419.57	386.96	100	707.35	15.67	4.13	700
d1hpga_/1-187	d1gdna_/1-224	187	224	845.00	7	186	53	28.49	454.30	409.14	100	765.93	17.39	4.55	701
d1hpga_/1-187	d2ra3a_/1-224	187	224	789.00	7	185	41	22.16	426.49	381.08	100	719.18	14.54	4.80	702
d1hpga_/1-187	d3p95a_/1-224	187	224	773.00	6	185	37	20.00	417.84	378.92	100	713.10	15.70	3.82	703
d1hpga_/1-187	d2f91a1/1-237	187	237	815.00	8	186	46	24.73	438.17	386.56	100	736.08	14.22	5.55	704
d1hpga_/1-187	d3fp7e_/1-223	187	223	776.00	7	185	40	21.62	419.46	374.05	100	710.26	15.58	4.22	705
d1hpga_/1-187	d2a31a_/1-223	187	223	772.00	7	185	40	21.62	417.30	371.89	100	727.03	13.83	3.25	706
d1hpga_/1-187	g1rtf.1/1-261	187	261	762.00	9	187	40	21.39	407.49	349.73	100	715.10	16.03	2.93	707
d1hpga_/1-187	d3mhwu_/1-247	187	247	753.00	8	185	39	21.08	407.03	355.14	100	715.46	15.67	2.40	708
d1hpga_/1-187	d1bqya_/1-234	187	234	753.00	8	187	39	20.86	402.67	351.34	100	705.82	15.47	3.05	709
d1hpga_/1-187	d1op0a_/1-234	187	234	770.00	8	185	41	22.16	416.22	364.32	100	712.85	15.95	3.58	710
d1hpga_/1-187	d2aiqa_/1-231	187	231	775.00	9	183	45	24.59	423.50	364.48	100	707.08	14.59	4.66	711
d1hpga_/1-187	d2eeka_/1-220	187	220	772.00	8	185	40	21.62	417.30	365.41	100	718.75	13.86	3.84	712
d1hpga_/1-187	d3s9ba_/1-234	187	234	752.00	10	187	43	22.99	402.14	337.97	100	706.95	15.32	2.94	713
d1hpga_/1-187	d3s69a_/1-234	187	234	792.00	10	184	46	25.00	430.43	365.22	100	712.61	15.88	5.00	714
d1hpga_/1-187	d2rdla_/1-226	187	226	716.00	6	185	35	18.92	387.03	348.11	100	686.60	12.97	2.27	715
d1hpga_/1-187	d4e7na_/1-238	187	238	756.00	10	186	43	23.12	406.45	341.94	100	702.38	15.65	3.43	716
d1hpga_/1-187	d2y5fa_/1-234	187	234	771.00	7	185	39	21.08	416.76	371.35	100	706.37	14.63	4.42	717
d1hpga_/1-187	d2anya_/1-238	187	238	775.00	8	187	42	22.46	414.44	363.10	100	707.60	15.59	4.32	718
d1hpga_/1-187	d2bz6h_/1-254	187	254	772.00	12	185	48	25.95	417.30	339.46	100	715.47	14.42	3.92	719
d1hpga_/1-187	d2wphs_/1-235	187	235	781.00	6	187	40	21.39	417.65	379.14	100	714.93	14.79	4.47	720
d1hpga_/1-187	d1spja_/1-238	187	238	753.00	9	185	43	23.24	407.03	348.65	100	700.69	16.08	3.25	721
d1hpga_/1-187	d2f9na_/1-243	187	243	736.00	7	185	36	19.46	397.84	352.43	100	693.55	14.77	2.87	722
d1hpga_/1-187	d2z7fe_/1-218	187	218	745.00	9	184	39	21.20	404.89	346.20	100	706.68	14.62	2.62	723
d1hpga_/1-187	d4dgja_/1-235	187	235	756.00	8	186	38	20.43	406.45	354.84	100	702.97	16.08	3.30	724
d1hpga_/1-187	d3tjva_/1-225	187	225	742.00	7	185	41	22.16	401.08	355.68	100	695.78	14.62	3.16	725
d1hpga_/1-187	d2zchp_/1-237	187	237	762.00	7	187	39	20.86	407.49	362.57	100	703.37	14.71	3.99	726
d1hpga_/1-187	d4gsoa_/1-232	187	232	759.00	12	181	49	27.07	419.34	339.78	100	708.40	15.05	3.36	727
d1hpga_/1-187	d3g01a_/1-227	187	227	758.00	6	185	36	19.46	409.73	370.81	100	704.39	13.94	3.85	728
d1hpga_/1-187	d3u1jb_/1-166	187	166	600.00	5	160	23	14.38	375.00	337.50	100	625.93	14.83	-1.75	729
d1hpga_/1-187	d2fomb1/1-150	187	150	594.00	7	147	33	22.45	404.08	346.94	100	584.51	14.54	0.65	730
d1hpga_/1-187	g1dy9.1/1-188	187	188	675.00	3	181	29	16.02	372.93	353.04	100	677.96	15.87	-0.19	731
d1hpga_/1-187	g1n1l.1/1-202	187	202	683.00	5	174	36	20.69	392.53	358.05	100	694.34	15.81	-0.72	732
d1hpga_/1-187	g1n1l.2/1-170	187	170	624.00	4	169	29	17.16	369.23	340.83	100	638.85	16.47	-0.90	733
d1hpga_/1-187	d1cu1a1/1-201	187	201	750.00	5	184	41	22.28	407.61	375.00	100	704.16	16.04	2.86	734
d1hpga_/1-187	d1dxwa_/1-165	187	165	618.00	6	153	32	20.92	403.92	356.86	100	625.30	15.26	-0.48	735
d1hpga_/1-187	d2fp7b1/1-152	187	152	591.00	3	152	29	19.08	388.82	365.13	100	587.74	14.94	0.22	736
d1hpga_/1-187	d1mbma_/1-198	187	198	709.00	4	181	31	17.13	391.71	365.19	100	710.97	16.70	-0.12	737
d1hpga_/1-187	d1lvmb_/1-219	187	219	694.00	5	187	30	16.04	371.12	339.04	100	692.28	13.92	0.12	738
d1hpga_/1-187	d1q31a_/1-239	187	239	728.00	5	186	38	20.43	391.40	359.14	100	700.11	14.05	1.98	739
d1hpga_/1-187	d1vcpa_/1-149	187	149	594.00	6	145	34	23.45	409.66	360.00	100	575.57	13.22	1.39	740
d1hpga_/1-187	d1svpa_/1-160	187	160	605.00	4	160	29	18.12	378.12	348.12	100	608.35	14.67	-0.23	741
d1hpga_/1-187	d1ep5a_/1-156	187	156	579.00	4	152	30	19.74	380.92	349.34	100	588.14	13.40	-0.68	742
d1hpga_/1-187	d4agka_/1-152	187	152	592.00	6	148	31	20.95	400.00	351.35	100	587.74	12.13	0.35	743
d1hpga_/1-187	d3keea_/1-178	187	178	663.00	4	168	36	21.43	394.64	366.07	100	662.51	15.13	0.03	744
d1hpga_/1-187	d3sv8a_/1-193	187	193	727.00	4	179	39	21.79	406.15	379.33	100	692.37	15.39	2.25	745
d1hpga_/1-187	d2ggvb_/1-169	187	169	644.00	7	164	31	18.90	392.68	341.46	100	632.99	15.39	0.72	746
d1hpga_/1-187	d3e90b_/1-176	187	176	676.00	3	171	33	19.30	395.32	374.27	100	649.81	14.26	1.84	747
d1hpga_/1-187	d2hrva_/1-139	187	139	548.00	5	139	29	20.86	394.24	351.08	100	528.67	13.35	1.45	748
d1hpga_/1-187	d2bhga1/1-199	187	199	713.00	5	179	34	18.99	398.32	364.80	100	690.32	15.06	1.51	749
d1hpga_/1-187	d3sjia_/1-179	187	179	674.00	3	172	27	15.70	391.86	370.93	100	641.54	15.02	2.16	750
d1hpga_/1-187	d3q3ya_/1-181	187	181	697.00	4	174	34	19.54	400.57	372.99	100	648.35	16.66	2.92	751
d1hpga_/1-187	d2hala_/1-212	187	212	716.00	6	185	27	14.59	387.03	348.11	100	693.96	13.87	1.59	752
d1hpga_/1-187	d1cqqa_/1-180	187	180	686.00	4	173	31	17.92	396.53	368.79	100	643.96	13.68	3.07	753
d1hpga_/1-187	d2zu2a_/1-300	187	300	744.00	9	187	40	21.39	397.86	340.11	100	762.54	15.73	-1.18	754
d1hpga_/1-187	d3tloa_/1-302	187	302	765.00	9	186	43	23.12	411.29	353.23	100	764.36	14.52	0.04	755
d1hpga_/1-187	d3d23a_/1-302	187	302	748.00	9	187	42	22.46	400.00	342.25	100	757.19	13.88	-0.66	756
d1hpga_/1-187	d3tnta_/1-306	187	306	760.00	9	186	41	22.04	408.60	350.54	100	746.08	13.34	1.04	757
d1hpga_/1-187	d1lvoa_/1-299	187	299	744.00	9	187	38	20.32	397.86	340.11	100	762.74	15.27	-1.23	758
d1hpga_/1-187	d3zvea_/1-189	187	189	747.00	4	181	34	18.78	412.71	386.19	100	665.68	16.91	4.81	759
d1hpga_/1-187	d4dcda_/1-184	187	184	700.00	3	174	32	18.39	402.30	381.61	100	670.34	15.07	1.97	760
